nom_prot regne type milieu
ClosacTOPd_M_B B TOP M 
Closp.TOPa_X_B B TOP X 
Closp.TOPb_X_B B TOP X 
ClostiTOPa_M_B B TOP M 
ClostiTOPb_M_B B TOP M 
ClotetTOPa_M_B B TOP M 
ClotetTOPb_M_B B TOP M 
ClotetTOPc_M_B B TOP M 
ClotheTOPz_t_B B TOP t 
ColfunTOPz_X_B B TOP X 
ColpsyTOPa_P_B B TOP P 
ColpsyTOPb_P_B B TOP P 
ComtesTOPz_X_B B TOP X 
ConwoeTOPz_M_B B TOP M 
CopcatTOPa_M_B B TOP M 
CopcatTOPb_M_B B TOP M 
CopproTOPz_t_B B TOP t 
Copsp.TOPa_M_B B TOP M 
Copsp.TOPb_M_B B TOP M 
CorakaTOPz_M_B B TOP M 
CoraurTOPz_M_B B TOP M 
CordipTOPz_M_B B TOP M 
CoreffTOPz_M_B B TOP M 
CorgloTOPz_M_B B TOP M 
CorgluTOPa_M_B B TOP M 
CorgluTOPb_M_B B TOP M 
CorjeiTOPz_M_B B TOP M 
CorkroTOPz_M_B B TOP M 
CorpseTOPz_X_B B TOP X 
CorresTOPz_X_B B TOP X 
CorulcTOPz_X_B B TOP X 
CorureTOPz_M_B B TOP M 
CorvarTOPz_M_B B TOP M 
CoxburTOPz_M_B B TOP M 
CrigriTOPz_X_E E TOP X 
CroatlTOPz_X_B B TOP X 
CroturTOPa_X_B B TOP X 
CroturTOPb_X_B B TOP X 
CrycurTOPz_X_B B TOP X 
CryneoTOPz_X_E E TOP X 
CupnecTOPz_X_B B TOP X 
CuppinTOPz_X_B B TOP X 
CuptaiTOPz_M_B B TOP M 
Cyasp.TOPa_X_B B TOP X 
Cyasp.TOPb_X_B B TOP X 
CycmarTOPa_X_B B TOP X 
CycmarTOPb_X_B B TOP X 
CythutTOPa_M_B B TOP M 
CythutTOPb_M_B B TOP M 
DaucarTOPz_X_E E TOP X 
DecaroTOPz_X_B B TOP X 
DefdesTOPz_t_B B TOP t 
DehethTOPz_M_B B TOP M 
DehlykTOPz_M_B B TOP M 
Dehsp.TOPz_X_B B TOP X 
DeidesTOPz_M_B B TOP M 
DeigeoTOPz_M_B B TOP M 
DeimarTOPa_M_B B TOP M 
DeimarTOPb_M_B B TOP M 
DeiproTOPz_M_B B TOP M 
DeiradTOPz_M_B B TOP M 
DelaciTOPa_M_B B TOP M 
DelaciTOPb_M_B B TOP M 
Delsp.TOPz_M_B B TOP M 
DenaceTOPz_M_B B TOP M 
DesaceE1TOPz_X_B B E1T X 
DesaceTOPa_M_B B TOP M 
DesaceTOPb_M_B B TOP M 
DesaceTOPc_M_B B TOP M 
DesaesTOPz_M_B B TOP M 
DesafrTOPz_X_B B TOP X 
DesalkE1TOPz_M_B B E1T M 
DesalkTOPz_M_B B TOP M 
DesaudTOPz_X_B B TOP X 
DesautTOPa_M_B B TOP M 
DesautTOPb_M_B B TOP M 
DesbaaTOPz_X_B B TOP X 
DesbacTOPa_M_B B TOP M 
DesbacTOPb_M_B B TOP M 
DescarTOPz_X_B B TOP X 
DesdesTOPa_M_B B TOP M 
DesdesTOPb_M_B B TOP M 
DeshafTOPa_M_B B TOP M 
DeshafTOPb_M_B B TOP M 
DeshafTOPc_M_B B TOP M 
DesindTOPz_X_B B TOP X 
DeskamRGa_T_A A RG T 
DeskamRGb_T_A A RG T 
DeskamTOPz_T_A A TOP T 
DeskuzTOPa_X_B B TOP X 
DeskuzTOPb_X_B B TOP X 
DesmagTOPz_X_B B TOP X 
DesmucRGa_T_A A RG T 
DesmucRGb_T_A A RG T 
DesmucTOPz_T_A A TOP T 
DesoleTOPz_M_B B TOP M 
DesoriTOPa_X_B B TOP X 
DesoriTOPb_X_B B TOP X 
DesoriTOPc_X_B B TOP X 
DesproTOPz_M_B B TOP M 
DespsyTOPz_P_B B TOP P 
DesredTOPa_M_B B TOP M 
DesredTOPb_M_B B TOP M 
DesredTOPc_M_B B TOP M 
DesredTOPd_M_B B TOP M 
DesretTOPz_M_B B TOP M 
DesrumTOPa_M_B B TOP M 
DesrumTOPb_M_B B TOP M 
DesrumTOPc_M_B B TOP M 
DessalTOPa_M_B B TOP M 
DessalTOPb_M_B B TOP M 
DestheRGz_t_B B RG t 
DestheTOPz_t_B B TOP t 
DesvulTOPa_M_B B TOP M 
DesvulTOPb_M_B B TOP M 
DicdadTOPa_M_B B TOP M 
DicdadTOPb_M_B B TOP M 
DicdisTOPa_X_E E TOP X 
DicdisTOPb_X_E E TOP X 
DicnodTOPz_M_B B TOP M 
DictheRGz_t_B B RG t 
DictheTOPz_t_B B TOP t 
DicturRGz_t_B B RG t 
DicturTOPz_t_B B TOP t 
DiczeaTOPa_X_B B TOP X 
DiczeaTOPb_X_B B TOP X 
DiczeaTOPc_X_B B TOP X 
DinshiTOPz_M_B B TOP M 
DromelTOPa_X_E E TOP X 
DromelTOPb_X_E E TOP X 
DyaferTOPa_M_B B TOP M 
DyaferTOPb_M_B B TOP M 
EdwictTOPa_X_B B TOP X 
EdwictTOPb_X_B B TOP X 
EdwictTOPc_X_B B TOP X 
EdwtarTOPa_X_B B TOP X 
EdwtarTOPb_X_B B TOP X 
EgglenTOPa_M_B B TOP M 
EgglenTOPb_M_B B TOP M 
EhrcanTOPz_X_B B TOP X 
EhrchaTOPz_X_B B TOP X 
EhrrumTOPz_X_B B TOP X 
EluminTOPz_M_B B TOP M 
EnccunTOPz_X_E E TOP X 
EntaerTOPa_X_B B TOP X 
EntaerTOPb_X_B B TOP X 
EntasbTOPa_M_B B TOP M 
EntasbTOPb_M_B B TOP M 
EntcloTOPa_X_B B TOP X 
EntcloTOPb_X_B B TOP X 
EntfaeTOPa_X_B B TOP X 
EntfaeTOPb_X_B B TOP X 
EntfaeTOPc_X_B B TOP X 
EntligTOPa_X_B B TOP X 
EntligTOPb_X_B B TOP X 
Entsp.E1TOPa_X_B B E1T X 
Entsp.E1TOPb_X_B B E1T X 
Entsp.TOPa_X_B B TOP X 
Entsp.TOPb_X_B B TOP X 
ErwamyTOPa_X_B B TOP X 
ErwamyTOPb_X_B B TOP X 
ErwbilTOPa_M_B B TOP M 
ErwbilTOPb_M_B B TOP M 
ErwcarTOPa_X_B B TOP X 
ErwcarTOPb_X_B B TOP X 
ErwcarTOPc_X_B B TOP X 
ErwpyrTOPa_M_B B TOP M 
ErwpyrTOPb_M_B B TOP M 
Erwsp.TOPa_X_B B TOP X 
Erwsp.TOPb_X_B B TOP X 
Erwsp.TOPc_X_B B TOP X 
ErwtasTOPa_M_B B TOP M 
ErwtasTOPb_M_B B TOP M 
ErylitTOPz_X_B B TOP X 
EryrhuTOPz_M_B B TOP M 
EsccolTOPa_X_B B TOP X 
EsccolTOPb_X_B B TOP X 
EscferTOPa_X_B B TOP X 
EscferTOPb_X_B B TOP X 
EthharTOPa_M_B B TOP M 
EthharTOPb_M_B B TOP M 
EubeliTOPa_M_B B TOP M 
EubeliTOPb_M_B B TOP M 
EublimTOPa_X_B B TOP X 
EublimTOPb_X_B B TOP X 
EublimTOPc_X_B B TOP X 
EubrecTOPa_X_B B TOP X 
EubrecTOPb_X_B B TOP X 
EubrecTOPc_X_B B TOP X 
EubsirTOPa_M_B B TOP M 
EubsirTOPb_M_B B TOP M 
ExisibTOPa_P_B B TOP P 
ExisibTOPb_P_B B TOP P 
Exisp.TOPa_t_B B TOP t 
Exisp.TOPb_t_B B TOP t 
FaepraTOPa_M_B B TOP M 
FaepraTOPb_M_B B TOP M 
FaepraTOPc_M_B B TOP M 
FaepraTOPd_M_B B TOP M 
FerbalTOPa_M_B B TOP M 
FerbalTOPb_M_B B TOP M 
FernodRGz_t_B B RG t 
FernodTOPz_t_B B TOP t 
FerplaRGz_X_A A RG X 
FerplaTOPz_X_A A TOP X 
FibsucTOPa_M_B B TOP M 
FibsucTOPb_M_B B TOP M 
FilaloTOPa_M_B B TOP M 
FilaloTOPb_M_B B TOP M 
FilaloTOPc_M_B B TOP M 
FinmagTOPa_X_B B TOP X 
FinmagTOPb_X_B B TOP X 
FlabacTOPz_X_B B TOP X 
FlabraTOPz_X_B B TOP X 
FlacolTOPz_X_B B TOP X 
FlajohTOPa_M_B B TOP M 
FlajohTOPb_M_B B TOP M 
FlajohTOPc_M_B B TOP M 
FlapsyTOPz_P_B B TOP P 
FlesinTOPz_X_B B TOP X 
FlutafTOPa_X_B B TOP X 
FlutafTOPb_X_B B TOP X 
FraalnTOPz_M_B B TOP M 
Fracf.TOPz_X_B B TOP X 
FraphiTOPz_M_B B TOP M 
Frasp.E1TOPz_X_B B E1T X 
Frasp.TOPz_X_B B TOP X 
FrasymTOPz_M_B B TOP M 
FratulTOPz_X_B B TOP X 
FrefasTOPz_X_B B TOP X 
FusnucTOPz_X_B B TOP X 
GalanaTOPa_X_B B TOP X 
GalanaTOPb_X_B B TOP X 
GalanaTOPc_X_B B TOP X 
GalcapTOPa_M_B B TOP M 
GalcapTOPb_M_B B TOP M 
GalcapTOPc_M_B B TOP M 
GalcapTOPd_M_B B TOP M 
GalgalTOPz_X_E E TOP X 
GarvagTOPz_X_B B TOP X 
GemaurTOPz_M_B B TOP M 
GeobemTOPz_M_B B TOP M 
GeodalTOPz_X_B B TOP X 
GeokauTOPa_t_B B TOP t 
GeokauTOPb_t_B B TOP t 
GeokauTOPc_t_B B TOP t 
GeolovTOPz_M_B B TOP M 
GeometTOPz_M_B B TOP M 
GeoobsTOPz_M_B B TOP M 
Geosp.E1TOPz_X_B B E1T X 
Geosp.TOPz_X_B B TOP X 
GeosulTOPz_X_B B TOP X 
GeotheE1TOPa_T_B B E1T T 
GeotheE1TOPb_T_B B E1T T 
GeotheE2TOPa_t_B B E2T t 
GeotheE2TOPb_t_B B E2T t 
GeotheE2TOPc_t_B B E2T t 
GeotheTOPa_X_B B TOP X 
GeotheTOPb_X_B B TOP X 
GeotheTOPc_X_B B TOP X 
GeouraTOPz_M_B B TOP M 
GlanitTOPa_X_B B TOP X 
GlanitTOPb_X_B B TOP X 
Glasp.TOPa_X_B B TOP X 
Glasp.TOPb_X_B B TOP X 
GlovioTOPa_M_B B TOP M 
GlovioTOPb_M_B B TOP M 
GludiaTOPa_M_B B TOP M 
GludiaTOPb_M_B B TOP M 
GluoxyTOPz_M_B B TOP M 
GluxylTOPz_X_B B TOP X 
GorbroTOPz_X_B B TOP X 
GorpolTOPz_X_B B TOP X 
GrabetTOPz_X_B B TOP X 
GraforTOPz_M_B B TOP M 
GramalTOPz_X_B B TOP X 
HaeducTOPa_X_B B TOP X 
HaeducTOPb_X_B B TOP X 
HaeducTOPc_X_B B TOP X 
HaeinfTOPa_X_B B TOP X 
HaeinfTOPb_X_B B TOP X 
HaeparE1TOPa_M_B B E1T M 
HaeparE1TOPb_M_B B E1T M 
HaeparTOPa_X_B B TOP X 
HaeparTOPb_X_B B TOP X 
HaeparTOPc_X_B B TOP X 
HahcheTOPz_M_B B TOP M 
HalborTOPz_X_A A TOP X 
HaleloTOPa_X_B B TOP X 
HaleloTOPb_X_B B TOP X 
HaleloTOPc_X_B B TOP X 
HalhalTOPz_X_B B TOP X 
HalhisTOPz_X_A A TOP X 
HalhydE1TOPz_M_B B E1T M 
HalhydTOPz_X_B B TOP X 
HaljeoTOPz_X_A A TOP X 
HallacTOPz_M_A A TOP M 
HalmarTOPz_M_A A TOP M 
HalmukTOPz_M_A A TOP M 
HalneaTOPa_X_B B TOP X 
HalneaTOPb_X_B B TOP X 
HalochTOPa_M_B B TOP M 
HalochTOPb_M_B B TOP M 
HaloreTOPz_t_B B TOP t 
HalpraTOPz_M_B B TOP M 
HalsalTOPz_t_A A TOP t 
HalturTOPz_X_A A TOP X 
HalutaTOPz_M_A A TOP M 
HalvolTOPz_X_A A TOP X 
HalwalTOPz_X_A A TOP X 
