nom_prot regne type milieu
AT1G69588_125_residues_endo._reticulum m 588 l 
AT5G28288_85_residues_endo._reticulum m 288 l 
AT5G63500_70_residues_endo._reticulum m 500 l 
AT1G21835_91_residues_endo._reticulum m 835 l 
AT2G34123_82_residues_endo._reticulum m 123 l 
AT3G02240_103_residues_endo._reticulum m 240 l 
AT2G45180_135_residues_endo._reticulum m 180 l 
AT4G12930_142_residues_endo._reticulum m 930 l 
AT5G07571_130_residues_endo._reticulum m 571 l 
AT1G62070_122_residues_endo._reticulum m 070 l 
AT3G54925_138_residues_endo._reticulum m 925 l 
AT1G76952_112_residues_endo._reticulum m 952 l 
AT5G60553_80_residues_endo._reticulum m 553 l 
AT1G09645_107_residues_endo._reticulum m 645 l 
AT1G60983_90_residues_endo._reticulum m 983 l 
AT2G33775_111_residues_endo._reticulum m 775 l 
AT5G40730_70_residues_endo._reticulum m 730 l 
AT5G56369_94_residues_endo._reticulum m 369 l 
AT1G53610_95_residues_endo._reticulum m 610 l 
AT3G01240_131_residues_endo._reticulum m 240 l 
AT1G54950_97_residues_endo._reticulum m 950 l 
AT4G37720_88_residues_endo._reticulum m 720 l 
AT1G07960_147_residues_endo._reticulum m 960 l 
AT2G02130_78_residues_endo._reticulum m 130 l 
AT2G35612_87_residues_endo._reticulum m 612 l 
AT1G05785_136_residues_endo._reticulum m 785 l 
AT2G18420_95_residues_endo._reticulum m 420 l 
AT1G26797_141_residues_endo._reticulum m 797 l 
AT1G65352_82_residues_endo._reticulum m 352 l 
AT1G10588_91_residues_endo._reticulum m 588 l 
AT5G36659_100_residues_endo._reticulum m 659 l 
AT1G62790_151_residues_endo._reticulum m 790 l 
AT3G59455_97_residues_endo._reticulum m 455 l 
AT2G35850_81_residues_endo._reticulum m 850 l 
AT3G43840_85_residues_endo._reticulum m 840 l 
AT5G36520_119_residues_endo._reticulum m 520 l 
AT5G55460_110_residues_endo._reticulum m 460 l 
AT1G44940_87_residues_endo._reticulum m 940 l 
AT5G04350_147_residues_endo._reticulum m 350 l 
AT5G38195_96_residues_endo._reticulum m 195 l 
AT1G73560_148_residues_endo._reticulum m 560 l 
AT4G29285_77_residues_endo._reticulum m 285 l 
AT1G57777_116_residues_endo._reticulum m 777 l 
AT3G51590_120_residues_endo._reticulum m 590 l 
AT5G48953_86_residues_endo._reticulum m 953 l 
AT1G21395_74_residues_endo._reticulum m 395 l 
AT1G17090_94_residues_endo._reticulum m 090 l 
AT5G44578_104_residues_endo._reticulum m 578 l 
AT4G09610_100_residues_endo._reticulum m 610 l 
AT1G13760_66_residues_endo._reticulum m 760 l 
AT3G20450_138_residues_endo._reticulum m 450 l 
AT2G30810_107_residues_endo._reticulum m 810 l 
AT4G35725_124_residues_endo._reticulum m 725 l 
AT1G35467_90_residues_endo._reticulum m 467 l 
AT3G30387_116_residues_endo._reticulum m 387 l 
AT1G43667_99_residues_endo._reticulum m 667 l 
AT5G18690_117_residues_endo._reticulum m 690 l 
AT4G39340_128_residues_endo._reticulum m 340 l 
AT5G53610_111_residues_endo._reticulum m 610 l 
AT5G46900_128_residues_endo._reticulum m 900 l 
AT2G04925_91_residues_endo._reticulum m 925 l 
AT3G61980_118_residues_endo._reticulum m 980 l 
AT5G36360_119_residues_endo._reticulum m 360 l 
AT2G07751_119_residues_endo._reticulum m 751 l 
AT1G09245_140_residues_endo._reticulum m 245 l 
AT2G12475_86_residues_endo._reticulum m 475 l 
AT2G29540_140_residues_endo._reticulum m 540 l 
AT1G62880_138_residues_endo._reticulum m 880 l 
AT3G42565_120_residues_endo._reticulum m 565 l 
AT3G57310_104_residues_endo._reticulum m 310 l 
AT1G23965_118_residues_endo._reticulum m 965 l 
AT4G14301_133_residues_endo._reticulum m 301 l 
AT5G46873_72_residues_endo._reticulum m 873 l 
AT3G13435_72_residues_endo._reticulum m 435 l 
AT5G01870_117_residues_endo._reticulum m 870 l 
AT5G09225_69_residues_endo._reticulum m 225 l 
AT3G29305_127_residues_endo._reticulum m 305 l 
AT1G53542_62_residues_endo._reticulum m 542 l 
AT5G65580_103_residues_endo._reticulum m 580 l 
AT2G19802_86_residues_endo._reticulum m 802 l 
AT1G72260_135_residues_endo._reticulum m 260 l 
AT1G61566_76_residues_endo._reticulum m 566 l 
AT4G30662_116_residues_endo._reticulum m 662 l 
AT1G58055_80_residues_endo._reticulum m 055 l 
AT5G48905_85_residues_endo._reticulum m 905 l 
AT2G36261_81_residues_endo._reticulum m 261 l 
AT3G24270_138_residues_endo._reticulum m 270 l 
AT2G04045_112_residues_endo._reticulum m 045 l 
AT1G49715_88_residues_endo._reticulum m 715 l 
AT1G60913_80_residues_endo._reticulum m 913 l 
AT5G59105_130_residues_endo._reticulum m 105 l 
AT2G18660_131_residues_endo._reticulum m 660 l 
AT4G29305_78_residues_endo._reticulum m 305 l 
AT4G32714_88_residues_endo._reticulum m 714 l 
AT4G29283_83_residues_endo._reticulum m 283 l 
AT5G53592_112_residues_endo._reticulum m 592 l 
AT1G66855_112_residues_endo._reticulum m 855 l 
AT5G09805_100_residues_endo._reticulum m 805 l 
AT2G13295_114_residues_endo._reticulum m 295 l 
AT4G08869_94_residues_endo._reticulum m 869 l 
AT1G02350_141_residues_endo._reticulum m 350 l 
AT4G09467_117_residues_endo._reticulum m 467 l 
AT3G27425_106_residues_endo._reticulum m 425 l 
AT4G12520_130_residues_endo._reticulum m 520 l 
AT2G22942_110_residues_endo._reticulum m 942 l 
AT5G36540_119_residues_endo._reticulum m 540 l 
AT2G06925_149_residues_endo._reticulum m 925 l 
AT2G20463_92_residues_endo._reticulum m 463 l 
AT5G48190_103_residues_endo._reticulum m 190 l 
AT5G23035_89_residues_endo._reticulum m 035 l 
AT2G21740_126_residues_endo._reticulum m 740 l 
AT5G04047_149_residues_endo._reticulum m 047 l 
AT2G20208_85_residues_endo._reticulum m 208 l 
AT3G01326_102_residues_endo._reticulum m 326 l 
AT4G09984_86_residues_endo._reticulum m 984 l 
AT5G42235_85_residues_endo._reticulum m 235 l 
AT2G34825_73_residues_endo._reticulum m 825 l 
AT3G49305_79_residues_endo._reticulum m 305 l 
AT2G32890_78_residues_endo._reticulum m 890 l 
AT3G05490_120_residues_endo._reticulum m 490 l 
AT3G01327_106_residues_endo._reticulum m 327 l 
AT1G49260_150_residues_endo._reticulum m 260 l 
AT3G13845_71_residues_endo._reticulum m 845 l 
AT2G41390_149_residues_endo._reticulum m 390 l 
AT1G52415_117_residues_endo._reticulum m 415 l 
AT5G01075_82_residues_endo._reticulum m 075 l 
AT1G36640_76_residues_endo._reticulum m 640 l 
AT2G35750_62_residues_endo._reticulum m 750 l 
AT1G17800_141_residues_endo._reticulum m 800 l 
AT5G44430_81_residues_endo._reticulum m 430 l 
AT5G43285_95_residues_endo._reticulum m 285 l 
AT5G40155_82_residues_endo._reticulum m 155 l 
AT2G14900_109_residues_endo._reticulum m 900 l 
AT3G20865_63_residues_endo._reticulum m 865 l 
AT1G65113_93_residues_endo._reticulum m 113 l 
AT2G24205_115_residues_endo._reticulum m 205 l 
AT4G08039_70_residues_endo._reticulum m 039 l 
AT5G55290_71_residues_endo._reticulum m 290 l 
AT4G22210_87_residues_endo._reticulum m 210 l 
AT2G31081_81_residues_endo._reticulum m 081 l 
AT5G36320_119_residues_endo._reticulum m 320 l 
AT3G61640_75_residues_endo._reticulum m 640 l 
AT4G37295_87_residues_endo._reticulum m 295 l 
AT1G09176_151_residues_endo._reticulum m 176 l 
AT5G34887_116_residues_endo._reticulum m 887 l 
AT5G03944_66_residues_endo._reticulum m 944 l 
AT5G08391_70_residues_endo._reticulum m 391 l 
AT1G34047_113_residues_endo._reticulum m 047 l 
AT5G17190_131_residues_endo._reticulum m 190 l 
AT2G05510_128_residues_endo._reticulum m 510 l 
AT5G51845_74_residues_endo._reticulum m 845 l 
AT1G34800_93_residues_endo._reticulum m 800 l 
AT4G33550_131_residues_endo._reticulum m 550 l 
AT1G62060_151_residues_endo._reticulum m 060 l 
AT2G22055_80_residues_endo._reticulum m 055 l 
AT5G28442_85_residues_endo._reticulum m 442 l 
AT4G10895_142_residues_endo._reticulum m 895 l 
AT4G18823_75_residues_endo._reticulum m 823 l 
AT4G27652_71_residues_endo._reticulum m 652 l 
AT2G38530_119_residues_endo._reticulum m 530 l 
ATCG00070_62_residues_endo._reticulum m 070 l 
AT1G73965_108_residues_endo._reticulum m 965 l 
AT5G23212_76_residues_endo._reticulum m 212 l 
AT2G04025_111_residues_endo._reticulum m 025 l 
AT4G19905_77_residues_endo._reticulum m 905 l 
AT3G06750_148_residues_endo._reticulum m 750 l 
AT5G18407_75_residues_endo._reticulum m 407 l 
AT4G30380_124_residues_endo._reticulum m 380 l 
AT2G43670_122_residues_endo._reticulum m 670 l 
AT3G51600_119_residues_endo._reticulum m 600 l 
AT5G36658_119_residues_endo._reticulum m 658 l 
AT5G55131_88_residues_endo._reticulum m 131 l 
AT5G50720_117_residues_endo._reticulum m 720 l 
AT5G34882_116_residues_endo._reticulum m 882 l 
AT2G36724_80_residues_endo._reticulum m 724 l 
AT3G01940_71_residues_endo._reticulum m 940 l 
AT2G02515_92_residues_endo._reticulum m 515 l 
AT4G11510_86_residues_endo._reticulum m 510 l 
AT4G02655_122_residues_endo._reticulum m 655 l 
AT4G09840_107_residues_endo._reticulum m 840 l 
AT1G45223_116_residues_endo._reticulum m 223 l 
AT5G38440_134_residues_endo._reticulum m 440 l 
AT5G47550_123_residues_endo._reticulum m 550 l 
AT1G24062_99_residues_endo._reticulum m 062 l 
AT1G68907_97_residues_endo._reticulum m 907 l 
AT1G60989_93_residues_endo._reticulum m 989 l 
AT1G65342_112_residues_endo._reticulum m 342 l 
AT4G32100_123_residues_endo._reticulum m 100 l 
AT3G44718_68_residues_endo._reticulum m 718 l 
AT3G09280_113_residues_endo._reticulum m 280 l 
AT5G48485_103_residues_endo._reticulum m 485 l 
AT2G27720_131_residues_endo._reticulum m 720 l 
AT1G28007_62_residues_endo._reticulum m 007 l 
AT2G37975_79_residues_endo._reticulum m 975 l 
AT5G20500_136_residues_endo._reticulum m 500 l 
AT2G25185_103_residues_endo._reticulum m 185 l 
AT3G27030_143_residues_endo._reticulum m 030 l 
AT3G23165_78_residues_endo._reticulum m 165 l 
AT4G13095_78_residues_endo._reticulum m 095 l 
AT5G36460_119_residues_endo._reticulum m 460 l 
AT3G45020_134_residues_endo._reticulum m 020 l 
AT1G74340_81_residues_endo._reticulum m 340 l 
AT2G20875_105_residues_endo._reticulum m 875 l 
AT3G48660_90_residues_endo._reticulum m 660 l 
AT3G53050_143_residues_endo._reticulum m 050 l 
AT2G03830_124_residues_endo._reticulum m 830 l 
AT2G34870_117_residues_endo._reticulum m 870 l 
AT1G25275_86_residues_endo._reticulum m 275 l 
AT4G08025_116_residues_endo._reticulum m 025 l 
AT4G12510_130_residues_endo._reticulum m 510 l 
AT2G40530_106_residues_endo._reticulum m 530 l 
AT5G38317_128_residues_endo._reticulum m 317 l 
AT4G32105_125_residues_endo._reticulum m 105 l 
AT2G23348_91_residues_endo._reticulum m 348 l 
AT1G66100_135_residues_endo._reticulum m 100 l 
AT5G62150_103_residues_endo._reticulum m 150 l 
AT5G07550_107_residues_endo._reticulum m 550 l 
AT4G15800_117_residues_endo._reticulum m 800 l 
AT1G12064_110_residues_endo._reticulum m 064 l 
AT1G28335_82_residues_endo._reticulum m 335 l 
AT3G16960_115_residues_endo._reticulum m 960 l 
AT5G36739_119_residues_endo._reticulum m 739 l 
AT3G45248_115_residues_endo._reticulum m 248 l 
AT4G08028_82_residues_endo._reticulum m 028 l 
AT1G69828_75_residues_endo._reticulum m 828 l 
AT3G16895_84_residues_endo._reticulum m 895 l 
AT1G55207_78_residues_endo._reticulum m 207 l 
AT3G59280_117_residues_endo._reticulum m 280 l 
AT5G65390_131_residues_endo._reticulum m 390 l 
AT1G69970_119_residues_endo._reticulum m 970 l 
AT5G35740_120_residues_endo._reticulum m 740 l 
AT5G63660_74_residues_endo._reticulum m 660 l 
AT4G01535_138_residues_endo._reticulum m 535 l 
AT2G43660_124_residues_endo._reticulum m 660 l 
AT4G09466_117_residues_endo._reticulum m 466 l 
ATMG00430_107_residues_endo._reticulum m 430 l 
AT4G12880_142_residues_endo._reticulum m 880 l 
AT3G62450_75_residues_endo._reticulum m 450 l 
AT5G16453_89_residues_endo._reticulum m 453 l 
AT5G59320_116_residues_endo._reticulum m 320 l 
AT2G27710_116_residues_endo._reticulum m 710 l 
AT4G22517_116_residues_endo._reticulum m 517 l 
AT1G47540_100_residues_endo._reticulum m 540 l 
AT2G37195_134_residues_endo._reticulum m 195 l 
AT1G47680_105_residues_endo._reticulum m 680 l 
AT5G55132_81_residues_endo._reticulum m 132 l 
AT5G14995_102_residues_endo._reticulum m 995 l 
AT5G09980_82_residues_endo._reticulum m 980 l 
AT1G49800_109_residues_endo._reticulum m 800 l 
AT5G15853_67_residues_endo._reticulum m 853 l 
AT1G77682_106_residues_endo._reticulum m 682 l 
AT4G30880_110_residues_endo._reticulum m 880 l 
AT1G75750_99_residues_endo._reticulum m 750 l 
AT3G13432_72_residues_endo._reticulum m 432 l 
AT2G41400_151_residues_endo._reticulum m 400 l 
AT5G57887_85_residues_endo._reticulum m 887 l 
AT1G21925_101_residues_endo._reticulum m 925 l 
AT1G47485_92_residues_endo._reticulum m 485 l 
AT5G38160_104_residues_endo._reticulum m 160 l 
AT1G61255_144_residues_endo._reticulum m 255 l 
AT1G47317_104_residues_endo._reticulum m 317 l 
AT2G16592_102_residues_endo._reticulum m 592 l 
AT1G67785_64_residues_endo._reticulum m 785 l 
AT5G37473_74_residues_endo._reticulum m 473 l 
AT4G15735_108_residues_endo._reticulum m 735 l 
AT4G17718_102_residues_endo._reticulum m 718 l 
AT1G65486_89_residues_endo._reticulum m 486 l 
AT2G19030_73_residues_endo._reticulum m 030 l 
AT3G23727_93_residues_endo._reticulum m 727 l 
AT2G22425_93_residues_endo._reticulum m 425 l 
AT3G25905_92_residues_endo._reticulum m 905 l 
AT1G11970_100_residues_endo._reticulum m 970 l 
AT1G34795_93_residues_endo._reticulum m 795 l 
AT4G12090_136_residues_endo._reticulum m 090 l 
AT5G36920_83_residues_endo._reticulum m 920 l 
AT1G64235_124_residues_endo._reticulum m 235 l 
AT4G14276_95_residues_endo._reticulum m 276 l 
AT3G52360_87_residues_endo._reticulum m 360 l 
AT4G12825_96_residues_endo._reticulum m 825 l 
AT2G16535_77_residues_endo._reticulum m 535 l 
AT2G24693_74_residues_endo._reticulum m 693 l 
AT2G20660_102_residues_endo._reticulum m 660 l 
AT5G36310_116_residues_endo._reticulum m 310 l 
AT2G14935_75_residues_endo._reticulum m 935 l 
AT4G13968_90_residues_endo._reticulum m 968 l 
AT2G21725_86_residues_endo._reticulum m 725 l 
AT4G13075_77_residues_endo._reticulum m 075 l 
AT1G22690_120_residues_endo._reticulum m 690 l 
AT5G36661_119_residues_endo._reticulum m 661 l 
ATCG00140_82_residues_endo._reticulum m 140 l 
AT2G31980_148_residues_endo._reticulum m 980 l 
AT1G52970_150_residues_endo._reticulum m 970 l 
AT2G25295_80_residues_endo._reticulum m 295 l 
AT1G07485_101_residues_endo._reticulum m 485 l 
AT5G14110_71_residues_endo._reticulum m 110 l 
AT1G33055_67_residues_endo._reticulum m 055 l 
AT1G16950_94_residues_endo._reticulum m 950 l 
AT5G08505_80_residues_endo._reticulum m 505 l 
AT5G02090_86_residues_endo._reticulum m 090 l 
AT1G30795_110_residues_endo._reticulum m 795 l 
AT1G35435_83_residues_endo._reticulum m 435 l 
AT4G10603_88_residues_endo._reticulum m 603 l 
AT5G47175_79_residues_endo._reticulum m 175 l 
AT4G39917_83_residues_endo._reticulum m 917 l 
AT5G14602_81_residues_endo._reticulum m 602 l 
AT5G30520_121_residues_endo._reticulum m 520 l 
AT4G40090_140_residues_endo._reticulum m 090 l 
AT3G20510_120_residues_endo._reticulum m 510 l 
AT5G36910_135_residues_endo._reticulum m 910 l 
AT3G45252_97_residues_endo._reticulum m 252 l 
AT2G12465_84_residues_endo._reticulum m 465 l 
AT5G27495_81_residues_endo._reticulum m 495 l 
AT5G06030_151_residues_endo._reticulum m 030 l 
AT1G35537_82_residues_endo._reticulum m 537 l 
AT3G25165_75_residues_endo._reticulum m 165 l 
AT1G58242_92_residues_endo._reticulum m 242 l 
AT5G34908_83_residues_endo._reticulum m 908 l 
AT1G36622_75_residues_endo._reticulum m 622 l 
AT4G35165_121_residues_endo._reticulum m 165 l 
AT2G06983_88_residues_endo._reticulum m 983 l 
AT2G23270_87_residues_endo._reticulum m 270 l 
